,댓글,출처
40038,@jiyoon_bi 아니 지윤아 초반에 ㅋㅋㅋㅋㅋㅋ이히히히 .......? ㅋㅋ꙼̈ ㅋ꙼̈ ㅋ꙼̈ ㅋ꙼̈ ㅋ꙼̈ 머 생각나는거 ㅋㅋㅋㅋㅋ없냐고,./data\유머 짤.csv
40039,@lisa______kim ㅋㅋㅋㄱㅋㄱㄲㅋㅋㅋ,./data\유머 짤.csv
40040,@ur_cute_little_cat ㅠㅠㅠㅠ,./data\유머 짤.csv
40041,@kim_sang96,./data\유머 짤.csv
40042,@lissom416 소리 키고 끝까지 봐야댕,./data\유머 짤.csv
40043,@bohyi.g,./data\유머 짤.csv
40044,@i.solyou,./data\유머 짤.csv
40045,@_jaaning_ 지금 상황이 우리냐?,./data\유머 짤.csv
40046,@t_01_h,./data\유머 짤.csv
40047,@u.i_park,./data\유머 짤.csv
40048,@dhdbwjdtkfkdgo ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40049,@alcoholhyunnnnnnn 잘 구워진 빵같아.. 귀엽다,./data\유머 짤.csv
40050,@_easy__0 ㅋㄱㅋㄱㅋㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋ,./data\유머 짤.csv
40051,@k__h__jjj @ㅋㅋㅋㅋ,./data\유머 짤.csv
40052,@rlarldus6,./data\유머 짤.csv
40053,@ch_standup,./data\유머 짤.csv
40054,😆😆 @yso_76 @_kksiw_o,./data\유머 짤.csv
40055,@cherry_ine ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40056,@dahye_11.10,./data\유머 짤.csv
40057,@_min_zy 끝까지 봨ㅋㅋ,./data\유머 짤.csv
40058,@03.23e ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40059,@sujin__0 @chan._.96 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40060,@uh_nuesewer_a 미쳨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠ,./data\유머 짤.csv
40061,@jum_and_jam 호빵같애 ㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40062,@tae._.eunnn_ ㅋㅋㅋㅋ아십,./data\유머 짤.csv
40063,@eunjinham_ @hbhbhbs2_ 아 미친다 ㅋㅋㅋㅋ,./data\유머 짤.csv
40064,@oo.o9.o5 박남은 꾼대가라,./data\유머 짤.csv
40065,@doyaki_ 힐링오짐,./data\유머 짤.csv
40066,너무 귀엽고 웃기고🤣🤣🤣🤣🤣🤣 알아들은거야?,./data\유머 짤.csv
40067,@lyh022 끝까지봐줰ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40068,@h_yxxnk ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ 끝까지 봐 ㅋㅋㅋㅋㄱㅋㅋ,./data\유머 짤.csv
40069,@mooj_minj @hee____e 끝까지봐바,./data\유머 짤.csv
40070,@b_i_n0110 마지막 정색 ㅋㅋㅋㅌㅋㅌㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40071,@br_arong ㅋㅋㅋ,./data\유머 짤.csv
40072,@seung_kye ㅋㅋㅋㅋㅋ마지막봐바,./data\유머 짤.csv
40073,@jjusabunim 웃는 목소맄ㅋㅋ너무좋아,./data\유머 짤.csv
40074,@babaebibobu ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋヲヲヲ 아놬ㅋㅋㅌ,./data\유머 짤.csv
40075,@gans.15 마지막이포인트 ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40076,@heeya_wang 이거왜케 웃기지ㅋㅋㄱㅋ,./data\유머 짤.csv
40077,@chldbwjd__ 하ㅌㅋㅋㅋ,./data\유머 짤.csv
40078,@gyoung_je 이거는 소리를 들어야해 끝까짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40079,@jeon_daniel 기욤♥,./data\유머 짤.csv
40080,@_2i5u ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거봐봐요 ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40081,@kcy_0216,./data\유머 짤.csv
40082,@hye___bbu ㅋㅋㄹㄹㅋㅋ 끝까지봐봥,./data\유머 짤.csv
40083,@changheon63 개웃겨 어떡햌ㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40084,@k_kiwoan ㅋㅋㅋㅋㅋㅋ귀여워ㅠ,./data\유머 짤.csv
40085,@chojaeeun0908 끝까지봐봐,./data\유머 짤.csv
40086,@ft.nt.sm 정색,./data\유머 짤.csv
40087,@jhyeonh ㄷ,./data\유머 짤.csv
40088,@seongmin1seongmin ㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40089,@gns1594 ㅋㅋㅋㅋㅋㅋ 볼이 왜케 빨개 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40090,@dalnim._0 마지막 꼭 봐줰ㄱㅋㄱㅋㄱㅋ,./data\유머 짤.csv
40091,@s.jun_pic0704 귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40092,@_hyuna.s ㅋㅋㅋㅋㅋㅋ귀여워,./data\유머 짤.csv
40093,@minjoo_o3o ㅋㅋ,./data\유머 짤.csv
40094,@suyeonssssss_ 미침 ㅠㅠㅠㅠㅠ,./data\유머 짤.csv
40095,@p_wlswn ㅋㅌㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40096,@color0156 이거 겁나 웃김ㅋㅋㅋㅋ,./data\유머 짤.csv
40097,@vin_ah_ 아빠는잘생겼다,./data\유머 짤.csv
40098,@jh__ggi 👼🏻,./data\유머 짤.csv
40099,@canho4856 졸귀야.....,./data\유머 짤.csv
40100,@_cosmos_h ㅋㅋㅋㅋㅋㅋㅋ아가는 거짓말을 모대,./data\유머 짤.csv
40101,@yyeong__j,./data\유머 짤.csv
40102,@jaaa_aa__,./data\유머 짤.csv
40103,@yeon2_ho ㅋㅋㅋㅋㅋㅋ끝까지봐밬ㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40104,@asdadsa1212 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅋㅋㅋㅋㅋ짱귀!!!!,./data\유머 짤.csv
40105,@khj44455,./data\유머 짤.csv
40106,@joseph__shin ㅋㅋㅋㅋㅋㅋ아빠는 잘생겼따<정색😕>,./data\유머 짤.csv
40107,@mina.__.ly 아웃경ㅋㅋㅋ,./data\유머 짤.csv
40108,@to_jaejae @mylove_usually @jjiiii_young ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아개웃겨ㅋㅋㅋㅋㅋㅋㅋㅋ끝까지봐봐여!!!!,./data\유머 짤.csv
40109,@dsjung13 ㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40110,@red_berried_elder 넘 귀여오ㅜㅜㅜㅜ,./data\유머 짤.csv
40111,@s255.jin 보고 힐링하라구~,./data\유머 짤.csv
40112,@b_yh97 소리도 들어줘ㅠ,./data\유머 짤.csv
40113,@29_____mm 주빈이같아 ㅋㅋ,./data\유머 짤.csv
40114,@2_jae_hun 이거밬ㅋㅋ,./data\유머 짤.csv
40115,@skywhite_18 ㅋㅋㅋㅋㅌㅌ,./data\유머 짤.csv
40116,@minkim356 자갸,./data\유머 짤.csv
40117,@2se0._ 낳아줘,./data\유머 짤.csv
40118,@hye_zzine 볼빨간거봨ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠ,./data\유머 짤.csv
40119,@sy._tak ㅋㅋㅋㅋㅋㅋ 끝까지봐,./data\유머 짤.csv
40120,@jmbrightkim 졸귀탱 ㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40121,@h.bin0.0 아 소리 키구 봨ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40122,@about.jiwon 끝까지 보도록 ..,./data\유머 짤.csv
40123,@the_victorious_kid,./data\유머 짤.csv
40124,@limvly._ 끝까지봐바 ㅋㅋㅋㅋ아진짴ㅋㅋ미치겟다,./data\유머 짤.csv
40125,@dahmu0_0 @_p.h.h_07 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40126,@sseoky89 ㅋㅋㅋ,./data\유머 짤.csv
40127,@d_o._.ng,./data\유머 짤.csv
40128,@taehyuni_i,./data\유머 짤.csv
40129,@koetaka_ 귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40130,@polariskm 말 알아들었어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40131,@daegeon.go,./data\유머 짤.csv
40132,@s_jbbb 마지막까지봐바ㅠㅠ,./data\유머 짤.csv
40133,@_s1ow1y_ ㅋㅋㅋㅋㅋㅋㅋㅋ 무조건 마지막까지,./data\유머 짤.csv
40134,@ksa8516 ㅋㅋㅋ 서하도 나보고 잘 웃자나 ㅋㅋㅋ 한 번 이모는 예쁘다 해봐야겟네,./data\유머 짤.csv
40135,@se_a_23,./data\유머 짤.csv
40136,@j__h0219,./data\유머 짤.csv
40137,@ysbbai 넘 귀여워 ㅠ 꼭 끝까지 봐,./data\유머 짤.csv
40138,@dahyun__ie ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이다현같앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 잘 웃다가 이상한 농담에는 정색하는...,./data\유머 짤.csv
40139,@__happy._.ran__ ㅋㅋㅋㅋㅋㅋㅋ인생 2회차 ㅋㅋ,./data\유머 짤.csv
40140,@smile_._._e ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40141,@junggns_,./data\유머 짤.csv
40142,@gkdusdldpdy,./data\유머 짤.csv
40143,@seonwoo91,./data\유머 짤.csv
40144,@we_kin 넘 ㅋㅋㅋ귀여엉ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40145,@0min._.seo0 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ애기 너무 기여움ㅠㅋㅋㅋ,./data\유머 짤.csv
40146,@t__waan 개귀여어ㅠㅠ,./data\유머 짤.csv
40147,@jongmin2222 소리키고 끝까지봨ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40148,@seunggeun8103,./data\유머 짤.csv
40149,@mcyoungsoo @the_pure_x 아빠는잘생겼다. 애기: 선넘네...,./data\유머 짤.csv
40150,@qqmjpp @ji_zu @rrrr_jihye 애기: 아버지 선넘네,./data\유머 짤.csv
40151,@stae_young,./data\유머 짤.csv
40152,@_tm_yoon04,./data\유머 짤.csv
40153,@gh_lee_.96 ㅋㅋㅋㅋㅋㅋ 소리키고바봐 ㅋㅋㅋㅋ,./data\유머 짤.csv
40154,@minjee_0133,./data\유머 짤.csv
40155,@_b_171 닮아써 너,./data\유머 짤.csv
40156,@ch_hoonie ㅋㅋㅋㅋㅋㅋㅋ끝까지봐바,./data\유머 짤.csv
40157,@yousr802 기요어💖,./data\유머 짤.csv
40158,@ijeongeun617 귀여움❤️,./data\유머 짤.csv
40159,@eastfiery,./data\유머 짤.csv
40160,@taewoo__kk,./data\유머 짤.csv
40161,@h28_315 ㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40162,@02.9h,./data\유머 짤.csv
40163,@moondrl ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40164,@sonstar0_0 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아웅,./data\유머 짤.csv
40165,@p_hyee,./data\유머 짤.csv
40166,@heeee_ming @hae.nee_._,./data\유머 짤.csv
40167,@yeolijijunyeol ㅋㅋㅋㅋ,./data\유머 짤.csv
40168,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ끝까지ㅠㅠ @rm33kr,./data\유머 짤.csv
40169,@m_cocomj @yoonjoo.yeo @pppparrrk_sh167 ㅋㅋㅋㅋ소리키고ㅋㅋㅋㅋㅋ끝까비 바바옄ㅋㅋㅋㅋㅋ졸귀탱ㅌㅋㅋㅋ,./data\유머 짤.csv
40170,@kimsuyeone,./data\유머 짤.csv
40171,@ji_ik_1020 흐엉,./data\유머 짤.csv
40172,@sysy2sysy,./data\유머 짤.csv
40173,@bong_light,./data\유머 짤.csv
40174,@juno.i 앜ㅋㅋㅋ애기기여오,./data\유머 짤.csv
40175,@yeon_chae_02 와,./data\유머 짤.csv
40176,@su__yang_2 @namooring @s0h22k 끝까지봐바 ㅠ 나울어 ㅠ,./data\유머 짤.csv
40177,"@je_mini_mini 아 미치겠어ㅠㅜㅠㅠㅠ 넘 귀엽고 웃김ㅠㅠㅠㅠ 볼따구봐 하..웃음소리 귀여워서 환장한다 나 진짜..,",./data\유머 짤.csv
40178,@anjizzzzzz @seulgi__oh ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 겁나 웃겨zzzㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40179,@sjink_k 끝까지봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40180,@pgus_0148 끝까지봐보ㅓㅠㅠㅠㅠㅠ,./data\유머 짤.csv
40181,@c_yun_100 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40182,@hwan_e_27,./data\유머 짤.csv
40183,@eunbee__v zzz,./data\유머 짤.csv
40184,@rltjs_ 마지막ㅋㅋ,./data\유머 짤.csv
40185,@kyeong_hwa_ 이거임 ㅋㅋㅋㅋ,./data\유머 짤.csv
40186,@kjmkjmaa 끝까지 봐봐 🤣🤣,./data\유머 짤.csv
40187,@te.amo215,./data\유머 짤.csv
40188,@1014_2.na 귀여운 아깅,./data\유머 짤.csv
40189,@dayoung432 ㅋㅋㅋㅋㅋㅋㅋ귀여워,./data\유머 짤.csv
40190,@r._.onie 하 채아 넘겨라,./data\유머 짤.csv
40191,@yuuuuu_j_s_,./data\유머 짤.csv
40192,@o_gyyu ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ끝까지바바,./data\유머 짤.csv
40193,@ksh2416 겁나욱겨,./data\유머 짤.csv
40194,@yuna.yu88 @yonghshin 언니오빠 도전..? ㅎㅎㅎ,./data\유머 짤.csv
40195,@juyom_02 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이것바라,./data\유머 짤.csv
40196,@j.h__h_ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ끝에 반전,./data\유머 짤.csv
40197,@jade.wins_,./data\유머 짤.csv
40198,@koesnum 기여야,./data\유머 짤.csv
40199,@gm_k_pen zzz,./data\유머 짤.csv
40200,@yoon_sssang 왕 힐링동영상,./data\유머 짤.csv
40201,@jeongseongmin9175 베이비 기여웡 ㅠㅠ,./data\유머 짤.csv
40202,@giseon0207 끝까지 버ㅏ라,./data\유머 짤.csv
40203,@h_miini 아빠 몬낫나봐,./data\유머 짤.csv
40204,@dear.ssung ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40205,@janebelizzie 아 귀여워 ㅠ,./data\유머 짤.csv
40206,@sujung2daa 끝까지 봐봐 ㅋㅋㅋㅋ ㅠㅠ 졸귀,./data\유머 짤.csv
40207,@kw_hero 에고궁 귀여워,./data\유머 짤.csv
40208,@charm_hye ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 긔야워,./data\유머 짤.csv
40209,@hid_klo_090313 웃음소리 오빠가틈...,./data\유머 짤.csv
40210,@m_ok_99_ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40211,@j_p_jn ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 넘 귀엽고 웃김,./data\유머 짤.csv
40212,@bora_pudding,./data\유머 짤.csv
40213,@hani_honey_baby ㅋㅋㅋㅋ진짜 너무 귀엽다,./data\유머 짤.csv
40214,@sw__ni 꿀 같앙😘💕,./data\유머 짤.csv
40215,@yd.pajucityboy 애기봐ㅜㅜㅜ동글동글,./data\유머 짤.csv
40216,@eun.__.kyung 엥 이거 명훈이닮란,./data\유머 짤.csv
40217,@h.yun02 이거보바ㅏ ㅋㅋㅅㅋㅅㅋㅅㅋㅋㅋ 애기 너무기여어ㅜㅜㅜ,./data\유머 짤.csv
40218,@choiwoo_1 끝까지봐봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40219,@s__euni 웃는거 이안이같아ㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40220,@heobo_o7 ㅠㅠㅠㅠ소리도 들어봐ㅠㅠㅋㅋㅋㅋ너어무귀여워♥,./data\유머 짤.csv
40221,@seolvely2 ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋ,./data\유머 짤.csv
40222,@jahak98 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40223,@hanmada05,./data\유머 짤.csv
40224,@tree._.09.26 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ겁낰ㅋㅋ,./data\유머 짤.csv
40225,@h_potato5 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ끝까지버ㅏ바,./data\유머 짤.csv
40226,@yunnhho ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 졸귀,./data\유머 짤.csv
40227,@x_sung_ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 끝까지바,./data\유머 짤.csv
40228,@_sohyun_2da ❤️,./data\유머 짤.csv
40229,@woojaehak 기여유,./data\유머 짤.csv
40230,@bon__0__ 뽀꾸도 이렇게 솔직해..줘..,./data\유머 짤.csv
40231,@j_._._jjj 나중에 소리키고바바 ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40232,@oneone_chae1,./data\유머 짤.csv
40233,@km.park 끝까지봐밬ㅋㅋ,./data\유머 짤.csv
40234,@sssun_yeong 이거 ㄹㅇ짱구아부징ㅋㅋㅋㅋ,./data\유머 짤.csv
40235,@lacvertio 너다,./data\유머 짤.csv
40236,@v._.v.__.v._.v 끝까지 보ㅓ야행,./data\유머 짤.csv
40237,"@rams_1102_ @gain_chu 나만 애 없어,,,,,",./data\유머 짤.csv
40238,@nk_ssu 오랜만에 애긔영상😍,./data\유머 짤.csv
40239,@kjh5066,./data\유머 짤.csv
40240,@fbgusdn9794 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 애기 핵귀엽다,./data\유머 짤.csv
40241,@with_hs ㅋㅋㅋㅋ 시우 아가시절 생각나 ㅋㅋㅋㅋ,./data\유머 짤.csv
40242,@91sj____ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40243,@adorable4978 거짓말은 못함,./data\유머 짤.csv
40244,@jin03030 아낰ㄱㄱㄱㄱ ㅋ마지맠ㄱㄱㄱ ㄱㄱㄱㄱㄱㅋ긍데 애기 넘기욥댜😭😭😭,./data\유머 짤.csv
40245,@ssssseul_ll 너무귀업자나...,./data\유머 짤.csv
40246,@stellahoxx ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40247,@xxarst ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40248,@sein_0212 개귀여워...,./data\유머 짤.csv
40249,@o9e5j 끝까지봐바 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌ애가 솔직하네,./data\유머 짤.csv
40250,@filo______,./data\유머 짤.csv
40251,@mogi_____77,./data\유머 짤.csv
40252,@9.20_jh,./data\유머 짤.csv
40253,@dy.flower 끝까지 봐바,./data\유머 짤.csv
40254,@d_y___kwon 앜ㅋㅋㅋㅋㅋㅋㅋㄴㅋㅋ,./data\유머 짤.csv
40255,@onu_ju 귀여웤ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40256,@yeo_ni_1004__ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40257,@0322_1106 아빠는 잘생겼다 하니까 정색해ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40258,@eun__23__ 똑똑해 애기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40259,@jisua2008 갑자기 말이 왜 없어져 ㅋㅋㅋㅋㅋ 끝까지 봐야해 ㅋㅋㅋㅋ,./data\유머 짤.csv
40260,@maybeitjustme_ ㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40261,@dw__1117,./data\유머 짤.csv
40262,아빠 잘생겼다하는 순간 도리도맄ㅋㅋㅋ,./data\유머 짤.csv
40263,@ggggh___h8 😢,./data\유머 짤.csv
40264,@nulhaa_c 끝까지시청바람,./data\유머 짤.csv
40265,@brilliant._.crystal_ 오마나 ㅠㅠ,./data\유머 짤.csv
40266,@zzaeae__ ㅁㅊ 개졸귄데 댓글에 아빠 목소리 짱구아빠 같다그래서 빵터짐,./data\유머 짤.csv
40267,@ming.__.s2__ 끝까지보삼,./data\유머 짤.csv
40268,@lxx.isla 으앙 귀여웤ㅋㅋㅋㅋ,./data\유머 짤.csv
40269,@gimnaghyeon6188 웃음소리봐 ㅜㅜㅜ,./data\유머 짤.csv
40270,@qquba_sihu @j8973106 시후도 이런거 찍어바 ㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40271,@hanju._ 졸귀당,./data\유머 짤.csv
40272,@k_h_s_98 ㅠㅠ기요어 ㅠ,./data\유머 짤.csv
40273,@jeni_jeong_,./data\유머 짤.csv
40274,@heylsc ㅋㅋㅋ끝까지봐봐 젤리도 저럴거 같애,./data\유머 짤.csv
40275,@petittbin 아아앙깨겨워ㅗ,./data\유머 짤.csv
40276,@_goldpearl @luv_minnnnn @rnldyal122 진짜졀라개겨워ㅠ,./data\유머 짤.csv
40277,@euun.bee ㅋㅋㅋㅋㅋㅋㅋㅋ겆나욱겨,./data\유머 짤.csv
40278,@wxxsieun_,./data\유머 짤.csv
40279,@d0.0zy 🤣🤣🤣,./data\유머 짤.csv
40280,@taey__m 개웃겨 ㅋㅋㅋㅋ,./data\유머 짤.csv
40281,@loveun94 @hj_u._ @sooong._.h,./data\유머 짤.csv
40282,@moohyun25 아빠무안 ㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40283,@gae_ddorai_ 개기여멍,./data\유머 짤.csv
40284,@hazzisooyam_ 지수는 키다 크다 ( 정색 ),./data\유머 짤.csv
40285,@3o8_xy 이거 보면 기분 좋아져,./data\유머 짤.csv
40286,@515_129_49_ 아 ㅋㅋㅋㅋㅋㅋ꼭 끝까지봐유,./data\유머 짤.csv
40287,@haa_21_ ㅈㄴ웃겨ㅋㅋㅋㅋㅋㅋㅋㅋ캐,./data\유머 짤.csv
40288,@k9_lndianz 쟈기야 이고바바밬ㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40289,ㅋㅋㅋㅋㅋㅋㅋㅋ 나도 거짓말 못하는뎁ㅋㅋㅋ @won3n,./data\유머 짤.csv
40290,@flo_rence.729 앜ㅋㅋㅋ마지막까지 바밬ㅋㅋㅋ,./data\유머 짤.csv
40291,@sunwithmoon_ @92_inaaa @jisooinsta @lulluri @pineresin0,./data\유머 짤.csv
40292,@yexoxnni_ 끝까지봐봨ㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40293,@meetheshine 니가 승현이는 귀여워 할때 정색하는 나 같음,./data\유머 짤.csv
40294,@_hyomini_ ㅠㅠ,./data\유머 짤.csv
40295,@aunohwi 아 개웃겨ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40296,@wp._.ghd,./data\유머 짤.csv
40297,@2yo0nzi 끝까지봐야댘ㅋㅋ,./data\유머 짤.csv
40298,@hizwon 솔직해,./data\유머 짤.csv
40299,@c_rim95 @heo_dudi 진짜 끝까지봐줰ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ. ㅋㅋ. ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ,./data\유머 짤.csv
40300,@c_hye ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40301,@___illumi 끝까지들으세요🙉,./data\유머 짤.csv
40302,@_dud_dn 개웃김 ㅋㅎㅋㅎㅎㅋㅎㅋㅋㅎㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅋ,./data\유머 짤.csv
40303,@mint_bell_ 끝까지봐바 ㅋㅋㅋㅋㅋ 정색할때까지 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40304,@yongal94 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\유머 짤.csv
40305,@willowcoreamale 후헤헤헹,./data\유머 짤.csv
40306,@migyung1205 끝까지 봐바,./data\유머 짤.csv
40307,@moose__kk,./data\유머 짤.csv
40308,@hyunyoo36,./data\유머 짤.csv
40309,@ssong.gucci 나쁜마음 정화,./data\유머 짤.csv
40310,@junoramm 쪼꼬만게 정색한다 😭😂💓,./data\유머 짤.csv
40311,@jj_h91 ㅋㅋㅋㅋㅋㅋㅋ 기여웡,./data\유머 짤.csv
40312,@yubin_0501 저건 ㅋㄹㅋㄹㄹㅋㄹㅋㄹ알아듣는건데 걍,./data\유머 짤.csv
40313,@haeun0934,./data\유머 짤.csv
40314,@young_won111,./data\유머 짤.csv
40315,"@s_u__in 예쁘다,,",./data\유머 짤.csv
40316,@ssss_yh,./data\유머 짤.csv
